Iteration,ExecutionTime (ms)
1,19.85311508178711
2,12.325763702392578
3,10.262727737426758
4,7.788658142089844
5,9.214639663696289
6,11.67440414428711
7,15.508651733398438
8,10.752677917480469
9,7.793188095092773
10,13.027191162109375
11,12.008190155029297
12,8.601903915405273
13,12.529373168945312
14,7.26771354675293
15,7.582187652587891
16,14.109611511230469
17,10.729551315307617
18,7.876873016357422
19,7.68280029296875
20,8.480072021484375
21,5.874872207641602
22,8.251428604125977
23,6.793975830078125
24,7.766008377075195
25,11.98124885559082
26,14.764070510864258
27,11.065244674682617
28,11.861085891723633
29,13.66114616394043
30,14.430999755859375
31,13.211250305175781
32,12.199878692626953
33,10.032176971435547
34,8.371591567993164
35,11.044502258300781
36,14.917850494384766
37,20.406246185302734
38,14.927387237548828
39,14.136314392089844
40,13.150453567504883
41,8.524179458618164
42,6.391286849975586
43,7.849693298339844
44,8.675813674926758
45,7.987022399902344
46,6.891489028930664
47,10.452747344970703
48,8.604049682617188
49,8.737325668334961
50,11.265754699707031
51,8.090019226074219
52,7.37762451171875
53,15.352010726928711
54,11.560201644897461
55,12.670278549194336
56,9.719371795654297
57,9.71674919128418
58,9.016036987304688
59,10.63394546508789
60,11.426925659179688
61,8.158683776855469
62,6.349086761474609
63,6.447792053222656
64,6.4449310302734375
65,8.372783660888672
66,7.75146484375
67,7.303714752197266
68,7.930755615234375
69,8.463621139526367
70,12.44807243347168
71,7.465124130249023
72,8.706808090209961
73,9.707212448120117
74,7.740974426269531
75,13.178348541259766
76,13.953924179077148
77,11.827468872070312
78,9.965181350708008
79,9.97161865234375
80,10.433673858642578
81,9.451866149902344
82,8.88681411743164
83,11.90042495727539
84,12.333393096923828
85,13.014078140258789
86,15.323162078857422
87,15.969276428222656
88,11.671066284179688
89,12.486934661865234
90,11.918306350708008
91,16.460180282592773
92,14.776945114135742
93,11.914491653442383
94,9.706974029541016
95,12.63284683227539
96,11.760950088500977
97,7.179498672485352
98,7.2784423828125
99,8.293867111206055
100,7.6084136962890625
101,10.528802871704102
102,13.864755630493164
103,10.042905807495117
104,10.270118713378906
105,12.469768524169922
106,7.552623748779297
107,9.707927703857422
108,12.73488998413086
109,12.619733810424805
110,9.650945663452148
111,13.475418090820312
112,11.480331420898438
113,8.13913345336914
114,6.990909576416016
115,7.211446762084961
116,6.1588287353515625
117,5.891323089599609
118,7.391452789306641
119,9.1552734375
120,8.274316787719727
121,11.690378189086914
122,10.28132438659668
123,10.064840316772461
124,10.806560516357422
125,8.658647537231445
126,12.896299362182617
127,12.127399444580078
128,11.688232421875
129,10.464906692504883
130,13.767242431640625
131,11.334657669067383
132,13.076066970825195
133,11.411905288696289
134,9.463071823120117
135,9.406805038452148
136,11.04426383972168
137,14.762639999389648
138,11.441469192504883
139,10.673284530639648
140,10.582447052001953
141,16.283512115478516
142,9.900569915771484
143,9.924650192260742
144,6.745338439941406
145,8.975982666015625
146,10.16998291015625
147,8.655071258544922
148,11.878252029418945
149,10.186433792114258
150,8.22305679321289
151,5.964040756225586
152,7.895231246948242
153,10.022401809692383
154,10.215997695922852
155,11.258363723754883
156,8.04448127746582
157,7.594585418701172
158,7.661581039428711
159,10.740280151367188
160,9.187459945678711
161,9.897708892822266
162,9.975671768188477
163,9.067773818969727
164,10.630130767822266
165,8.39853286743164
166,7.463932037353516
167,10.559558868408203
168,9.457111358642578
169,11.110544204711914
170,12.804508209228516
171,10.612249374389648
172,10.999202728271484
173,9.696006774902344
174,10.190963745117188
175,8.447885513305664
176,9.835243225097656
177,7.60960578918457
178,9.168386459350586
179,12.051105499267578
180,10.074138641357422
181,11.040925979614258
182,9.250402450561523
183,6.875038146972656
184,9.295225143432617
185,9.298086166381836
186,9.627819061279297
187,9.38272476196289
188,8.23211669921875
189,7.402658462524414
190,11.108636856079102
191,17.774105072021484
192,8.234739303588867
193,9.116172790527344
194,6.463766098022461
195,9.49859619140625
196,9.457826614379883
197,8.801698684692383
198,9.37795639038086
199,11.313915252685547
200,10.902881622314453
201,11.156797409057617
202,10.82921028137207
203,9.260416030883789
204,10.175943374633789
205,10.320901870727539
